GL Depth,MS,Mean,GS Age (ka),,,Depth1 (cm),Age (ka),Asian dustREE (%)
59.66 ,31.1 ,24.143,219.63 ,,,,,
59.68 ,33.3 ,22.481,219.82 ,,,,,
59.70 ,33.1 ,24.053,220.00 ,,,,,
59.72 ,32.3 ,25.171,220.24 ,,,,,
59.74 ,32.4 ,25.077,220.47 ,,,,,
59.76 ,33.5 ,25.291,220.71 ,,,,,
59.78 ,33.9 ,24.629,220.95 ,,,,,
59.80 ,33.9 ,24.142,221.19 ,,,,,
59.82 ,32.1 ,24.777,221.44 ,,,,,
59.84 ,33.0 ,23.94,221.69 ,,,,,
59.86 ,31.5 ,22.326,221.94 ,,,,,
59.88 ,31.3 ,23.013,222.20 ,,,,,
59.90 ,32.0 ,25.147,222.44 ,,,,,
59.92 ,32.3 ,24.28,222.68 ,,,,,
59.94 ,32.3 ,25.41,222.92 ,,,,,
59.96 ,33.2 ,23.581,223.16 ,,,,,
59.98 ,33.0 ,25.099,223.40 ,,,,,
60.00 ,32.5 ,25.321,223.64 ,,,,,
60.02 ,32.3 ,24.888,223.87 ,,,,,
60.04 ,32.0 ,24.963,224.11 ,,,,,
60.06 ,33.4 ,25.222,224.34 ,,,,,
60.08 ,33.5 ,25.585,224.58 ,,,,,
60.10 ,33.2 ,23.684,224.82 ,,,,,
60.12 ,33.2 ,24.945,225.07 ,,,,,
60.14 ,32.8 ,24.317,225.30 ,,,,,
60.16 ,33.6 ,25.384,225.54 ,,,,,
60.18 ,34.5 ,25.526,225.77 ,,,,,
60.20 ,34.5 ,25.822,226.00 ,,,,,
60.22 ,33.8 ,26.208,226.06 ,,,,,
60.24 ,34.0 ,26.577,226.11 ,,,,,
60.26 ,35.2 ,27.089,226.17 ,,,,,
60.28 ,34.3 ,26.958,226.23 ,,,,,
60.30 ,33.9 ,26.359,226.28 ,,,,,
60.32 ,34.6 ,26.501,226.34 ,,,,,
60.34 ,34.1 ,27.13,226.40 ,,,,,
60.36 ,33.7 ,27.481,226.45 ,,,,,
60.38 ,34.8 ,28.356,226.51 ,,,,,
60.40 ,35.1 ,28.566,226.56 ,,,,,
60.42 ,34.6 ,27.327,226.62 ,,,,,
60.44 ,34.2 ,25.901,226.68 ,,,,,
60.46 ,33.0 ,22.812,226.74 ,,,,,
60.48 ,32.9 ,23.655,226.80 ,,,,,
60.50 ,33.1 ,23.781,226.87 ,,,,,
60.52 ,33.3 ,23.327,226.93 ,,,,,
60.54 ,32.7 ,26.753,226.99 ,,,,,
60.56 ,36.8 ,25.526,227.05 ,,,,,
60.58 ,30.9 ,26.265,227.10 ,,,,,
60.60 ,30.9 ,29.141,227.16 ,,,,,
60.62 ,33.4 ,28.128,227.21 ,,,,,
60.64 ,34.8 ,27.085,227.27 ,,,,,
60.66 ,34.9 ,27.972,227.32 ,,,,,
60.68 ,34.3 ,27.462,227.38 ,,,,,
60.70 ,37.4 ,28.893,227.43 ,,,,,
60.72 ,35.3 ,28.277,227.48 ,,,,,
60.74 ,35.9 ,27.076,227.54 ,,,,,
60.76 ,35.3 ,27.715,227.60 ,,,,,
60.78 ,34.1 ,25.979,227.65 ,,,,,
60.80 ,35.6 ,27.637,227.71 ,,,,,
60.82 ,34.9 ,27.612,227.76 ,,,,,
60.84 ,35.2 ,28.235,227.82 ,,,,,
60.86 ,35.2 ,27.386,227.87 ,,,,,
60.88 ,35.7 ,25.755,227.93 ,,,,,
60.90 ,35.6 ,26.37,227.99 ,,,,,
60.92 ,37.0 ,29.093,228.04 ,,,,,
60.94 ,38.0 ,29.593,228.09 ,,,,,
60.96 ,37.5 ,29.651,228.14 ,,,,,
60.98 ,35.9 ,29.628,228.20 ,,,,,
61.00 ,35.3 ,25.512,228.25 ,,,,,
61.02 ,35.5 ,28.818,228.30 ,,,,,
61.04 ,36.2 ,29.307,228.36 ,,,,,
61.06 ,35.6 ,27.489,228.41 ,,,,,
61.08 ,35.6 ,27.286,228.47 ,,,,,
61.10 ,36.1 ,27.842,228.52 ,,,,,
61.12 ,34.1 ,27.506,228.58 ,,,,,
61.14 ,34.2 ,28.523,228.63 ,,,,,
61.16 ,34.9 ,30.13,228.68 ,,,,,
61.18 ,34.0 ,28.808,228.73 ,,,,,
61.20 ,35.3 ,26.009,228.79 ,,,,,
61.22 ,36.5 ,27.691,228.85 ,,,,,
61.24 ,34.1 ,27.183,228.90 ,,,,,
61.26 ,37.2 ,29.001,228.95 ,,,,,
61.28 ,36.8 ,28.681,229.01 ,,,,,
61.30 ,36.8 ,29.024,229.06 ,,,,,
61.32 ,35.3 ,30.18,229.11 ,,,,,
61.34 ,35.7 ,30.065,229.16 ,,,,,
61.36 ,36.1 ,29.843,229.21 ,,,,,
61.38 ,33.8 ,29.193,229.26 ,,,,,
61.40 ,34.7 ,26.763,229.32 ,,,,,
61.42 ,35.8 ,28.216,229.37 ,,,,,
61.44 ,36.6 ,26.135,229.43 ,,,,,
61.46 ,35.9 ,28.382,229.48 ,,,,,
61.48 ,35.8 ,28.561,229.54 ,,,,,
61.50 ,34.5 ,29.366,229.59 ,,,,,
61.52 ,34.5 ,29.77,229.64 ,,,,,
61.54 ,35.7 ,29.625,229.69 ,,,,,
61.56 ,35.4 ,30.463,229.74 ,,,,,
61.58 ,36.9 ,29.717,229.79 ,,,,,
61.60 ,36.0 ,29.833,229.84 ,,,,,
61.62 ,32.4 ,26.931,229.90 ,,,,,
61.64 ,29.8 ,25.928,229.96 ,,,,,
61.66 ,31.3 ,25.386,230.01 ,,,,,
61.68 ,35.9 ,28.856,230.07 ,,,,,
61.70 ,35.9 ,30.867,230.12 ,,,,,
61.72 ,35.6 ,29.614,230.17 ,,,,,
61.74 ,33.6 ,28.823,230.22 ,,,,,
61.76 ,34.3 ,29.613,230.27 ,,,,,
61.78 ,34.3 ,29.261,230.33 ,,,,,
61.80 ,34.4 ,27.148,230.38 ,,,,,
61.82 ,33.7 ,27.155,230.44 ,,,,,
61.84 ,34.3 ,25.414,230.50 ,,,,,
61.86 ,33.6 ,24.162,230.56 ,,,,,
61.88 ,33.0 ,27.156,230.61 ,,,,,
61.90 ,32.2 ,27.588,230.67 ,,,,,
61.92 ,32.4 ,27.027,230.72 ,,,,,
61.94 ,33.0 ,28.369,230.78 ,,,,,
61.96 ,34.4 ,27.819,230.83 ,,,,,
61.98 ,34.5 ,28.852,230.89 ,,,,,
62.00 ,35.1 ,28.795,230.94 ,,,,,
62.02 ,35.2 ,27.17,230.99 ,,,,,
62.04 ,33.7 ,27.068,231.05 ,,,,,
62.06 ,35.1 ,29.09,231.10 ,,,,,
62.08 ,34.1 ,27.151,231.16 ,,,,,
62.10 ,34.5 ,27.22,231.21 ,,,,,
62.12 ,34.6 ,28.961,231.27 ,,,,,
62.14 ,35.4 ,28.552,231.32 ,,,,,
62.16 ,35.8 ,30.234,231.37 ,,,,,
62.18 ,35.1 ,29.765,231.42 ,,,,,
62.20 ,36.0 ,30.835,231.47 ,,,,,
62.22 ,36.3 ,30.968,231.52 ,,,,,
62.24 ,33.4 ,29.693,231.57 ,,,,,
62.26 ,36.3 ,30.64,231.62 ,,,,,
62.28 ,36.0 ,31.896,231.66 ,,,,,
62.30 ,35.8 ,37.871,231.71 ,,,,,
62.32 ,38.2 ,38.951,231.74 ,,,,,
62.34 ,38.2 ,39.605,231.79 ,,,,,
62.36 ,36.6 ,33.02,231.83 ,,,,,
62.38 ,36.6 ,33.197,231.88 ,,,,,
62.40 ,37.8 ,30.087,231.92 ,,,,,
62.42 ,37.4 ,30.903,231.97 ,,,,,
62.44 ,37.7 ,30.471,232.02 ,,,,,
62.46 ,37.3 ,31.548,232.07 ,,,,,
62.48 ,36.9 ,33.402,232.12 ,,,,,
62.50 ,37.1 ,34.248,232.16 ,,,,,
62.52 ,37.1 ,33.856,232.21 ,,,,,
62.54 ,36.1 ,32.807,232.25 ,,,,,
62.56 ,36.9 ,33.775,232.30 ,,,,,
62.58 ,37.4 ,32.686,232.34 ,,,,,
62.60 ,36.1 ,32.844,232.39 ,,,,,
62.62 ,36.5 ,32.339,232.44 ,,,,,
62.64 ,36.5 ,31.319,232.48 ,,,,,
62.66 ,36.4 ,30.843,232.53 ,,,,,
62.68 ,36.8 ,32.516,232.58 ,,,,,
62.70 ,36.1 ,32.288,232.63 ,,,,,
62.72 ,35.2 ,31.196,232.68 ,,,,,
62.74 ,36.2 ,30.889,232.72 ,,,,,
62.76 ,36.9 ,32.942,232.77 ,,,,,
62.78 ,37.8 ,34.338,232.82 ,,,,,
62.80 ,38.2 ,34.089,232.86 ,,,,,
62.82 ,37.8 ,38.234,232.90 ,,,,,
62.84 ,39.9 ,40.732,232.94 ,,,,,
62.86 ,38.0 ,38.066,232.98 ,,,,,
62.88 ,36.5 ,37.462,233.02 ,,,,,
62.90 ,36.3 ,37.686,233.06 ,,,,,
62.92 ,36.4 ,38.038,233.10 ,,,,,
62.94 ,38.0 ,39.652,233.14 ,,,,,
62.96 ,38.9 ,36.349,233.18 ,,,,,
62.98 ,37.8 ,37.279,233.22 ,,,,,
63.00 ,39.2 ,32.626,233.26 ,,,,,
63.02 ,36.0 ,35.045,233.31 ,,,,,
63.04 ,36.1 ,34.333,233.35 ,,,,,
63.06 ,37.5 ,33.144,233.40 ,,,,,
63.08 ,37.1 ,33.184,233.44 ,,,,,
63.10 ,37.4 ,34.796,233.49 ,,,,,
63.12 ,38.5 ,33.611,233.53 ,,,,,
63.14 ,38.7 ,33.155,233.58 ,,,,,
63.16 ,35.6 ,29.383,233.63 ,,,,,
63.18 ,33.8 ,26.729,233.68 ,,,,,
63.20 ,34.5 ,28.156,233.74 ,,,,,
63.22 ,34.8 ,29.5,233.79 ,,,,,
63.24 ,35.0 ,28.827,233.84 ,,,,,
63.26 ,35.9 ,28.561,233.90 ,,,,,
63.28 ,34.0 ,28.165,233.95 ,,,,,
63.30 ,34.8 ,30.394,234.00 ,,,,,
63.32 ,34.9 ,28.829,234.07 ,,,,,
63.34 ,34.4 ,26.877,234.14 ,,,,,
63.36 ,34.3 ,29.79,234.20 ,,,,,
63.38 ,36.2 ,27.807,234.27 ,,,,,
63.40 ,35.6 ,28.308,234.34 ,,,,,
63.42 ,34.0 ,27.093,234.41 ,,,,,
63.44 ,34.6 ,27.62,234.48 ,,,,,
63.46 ,35.8 ,28.045,234.55 ,,,,,
63.48 ,34.4 ,27.859,234.62 ,,,,,
63.50 ,34.5 ,25.324,234.70 ,,,,,
63.52 ,33.5 ,26.343,234.77 ,,,,,
63.54 ,32.5 ,26.094,234.84 ,,,,,
63.56 ,32.3 ,27.513,234.91 ,,,,,
63.58 ,32.5 ,27.437,234.99 ,,,,,
63.60 ,32.6 ,26.957,235.06 ,,,,,
63.62 ,32.5 ,26.31,235.13 ,,,,,
63.64 ,33.1 ,26.854,235.20 ,,,,,
63.66 ,32.2 ,25.518,235.28 ,,,,,
63.68 ,31.7 ,25.664,235.35 ,,,,,
63.70 ,32.1 ,25.705,235.43 ,,,,,
63.72 ,32.1 ,27.095,235.50 ,,,,,
63.74 ,31.4 ,27.191,235.57 ,,,,,
63.76 ,31.8 ,26.17,235.65 ,,,,,
63.78 ,31.4 ,24.441,235.73 ,,,,,
63.80 ,30.2 ,24.232,235.81 ,,,,,
63.82 ,30.5 ,23.611,235.89 ,,,,,
63.84 ,30.1 ,22.973,235.97 ,,,,,
63.86 ,29.9 ,23.694,236.05 ,,,,,
63.88 ,29.8 ,23.07,236.14 ,,,,,
63.90 ,30.0 ,24.485,236.22 ,,,,,
63.92 ,29.5 ,24.71,236.29 ,,,,,
63.94 ,29.7 ,24.342,236.37 ,,,,,
63.96 ,29.4 ,25.627,236.45 ,,,,,
63.98 ,29.7 ,24.415,236.53 ,,,,,
64.00 ,29.7 ,23.729,236.61 ,,,,,
64.02 ,29.7 ,24.218,236.69 ,,,,,
64.04 ,29.1 ,24.299,236.77 ,,,,,
64.06 ,29.1 ,24.175,236.85 ,,,,,
64.08 ,29.0 ,24.394,236.93 ,,,,,
64.10 ,29.3 ,23.797,237.01 ,,,,,
64.12 ,29.3 ,23.584,237.09 ,,,,,
64.14 ,29.1 ,22.631,237.18 ,,,,,
64.16 ,29.4 ,23.936,237.26 ,,,,,
64.18 ,29.4 ,24.749,237.34 ,,,,,
64.20 ,29.6 ,22.344,237.42 ,,,,,
64.22 ,29.7 ,21.565,237.51 ,,,,,
64.24 ,30.6 ,21.415,237.60 ,,,,,
64.26 ,30.9 ,22.434,237.69 ,,,,,
64.28 ,31.2 ,22.034,237.78 ,,,,,
64.30 ,31.9 ,22.137,237.87 ,,,,,
64.32 ,32.4 ,20.611,237.96 ,,,,,
64.34 ,33.3 ,19.298,238.06 ,,,,,
64.36 ,33.5 ,19.88,238.16 ,,,,,
64.38 ,35.2 ,18.976,238.26 ,,,,,
64.40 ,36.6 ,19.199,238.36 ,,,,,
64.42 ,40.0 ,18.429,238.46 ,,,,,
64.44 ,44.6 ,18.923,238.57 ,,,,,
64.46 ,52.6 ,18.4,238.67 ,,,,,
64.48 ,56.6 ,17.754,238.78 ,,,,,
64.50 ,58.6 ,17.682,238.89 ,,,,,
64.52 ,61.6 ,17.303,239.00 ,,,,,
64.54 ,60.1 ,17.678,239.11 ,,,,,
64.56 ,60.8 ,16.662,239.22 ,,,,,
64.58 ,58.3 ,17.815,239.34 ,,,,,
64.60 ,61.4 ,17.822,239.44 ,,,,,
64.62 ,63.3 ,18.108,239.55 ,,,,,
64.64 ,68.5 ,18.041,239.66 ,,,,,
64.66 ,67.7 ,19.004,239.76 ,,,,,
64.68 ,56.4 ,17.839,239.86 ,,,,,
64.70 ,50.9 ,20.306,239.96 ,,,,,
64.72 ,62.0 ,20,240.06 ,,,,,
64.74 ,59.8 ,20.249,240.15 ,,,,,
64.76 ,49.3 ,22.19,240.24 ,,,,,
64.78 ,47.4 ,21.809,240.33 ,,,,,
64.80 ,47.8 ,21.865,240.42 ,,,,,
64.82 ,44.1 ,23.031,240.51 ,,,,,
64.84 ,39.7 ,20.6,240.60 ,,,,,
64.86 ,35.2 ,22.161,240.69 ,,,,,
64.88 ,45.4 ,22.277,240.77 ,,,,,
64.90 ,35.0 ,23.159,240.85 ,,,,,
64.92 ,28.4 ,24.131,240.94 ,,,,,
64.94 ,27.6 ,24.525,241.01 ,,,,,
64.96 ,27.3 ,25.545,241.09 ,,,,,
64.98 ,27.3 ,26.664,241.16 ,,,,,
65.00 ,27.0 ,26.008,241.24 ,,,,,
65.02 ,27.8 ,26.389,241.31 ,,,,,
65.04 ,28.3 ,26.664,241.39 ,,,,,
65.06 ,27.7 ,25.013,241.46 ,,,,,
65.08 ,28.3 ,25.452,241.54 ,,,,,
65.10 ,27.9 ,24.782,241.61 ,,,,,
65.12 ,27.6 ,25.486,241.69 ,,,,,
65.14 ,27.9 ,24.476,241.77 ,,,,,
65.16 ,27.8 ,24.742,241.85 ,,,,,
65.18 ,27.7 ,25.236,241.92 ,,,,,
65.20 ,28.2 ,26.611,242.00 ,,,,,
65.22 ,28.2 ,24.413,242.08 ,,,,,
65.24 ,32.5 ,25.007,242.16 ,,,,,
65.26 ,31.8 ,23.916,242.24 ,,,,,
65.28 ,32.1 ,26.284,242.32 ,,,,,
65.30 ,31.6 ,25.476,242.40 ,,,,,
65.32 ,31.9 ,27.541,242.48 ,,,,,
65.34 ,32.5 ,28.03,242.55 ,,,,,
65.36 ,32.1 ,27.143,242.62 ,,,,,
65.38 ,32.2 ,28.919,242.69 ,,,,,
65.40 ,32.1 ,28.264,242.76 ,,,,,
65.42 ,32.8 ,28.213,242.83 ,,,,,
65.44 ,31.9 ,30.297,242.90 ,,,,,
65.46 ,32.6 ,31.991,242.96 ,,,,,
65.48 ,34.2 ,32.072,243.03 ,,,,,
65.50 ,34.4 ,31.625,243.09 ,,,,,
65.52 ,33.9 ,31.638,243.15 ,,,,,
65.54 ,33.0 ,31.715,243.22 ,,,,,
65.56 ,32.7 ,27.697,243.28 ,,,,,
65.58 ,33.2 ,31.453,243.35 ,,,,,
65.60 ,33.1 ,32.766,243.41 ,,,,,
65.62 ,33.4 ,31.987,243.48 ,,,,,
65.64 ,33.3 ,30.604,243.54 ,,,,,
65.66 ,33.1 ,31.411,243.61 ,,,,,
65.68 ,33.1 ,31.54,243.67 ,,,,,
65.70 ,33.1 ,32.924,243.73 ,,,,,
65.72 ,32.6 ,33.125,243.79 ,,,,,
65.74 ,33.7 ,29.486,243.86 ,,,,,
65.76 ,33.3 ,28.885,243.93 ,,,,,
65.78 ,34.4 ,30.889,243.99 ,,,,,
65.80 ,34.5 ,29.988,244.06 ,,,,,
65.82 ,33.4 ,30.428,244.13 ,,,,,
65.84 ,33.7 ,28.823,244.20 ,,,,,
65.86 ,32.3 ,27.084,244.27 ,,,,,
65.88 ,32.7 ,27.545,244.34 ,,,,,
65.90 ,33.1 ,30.289,244.41 ,,,,,
65.92 ,34.2 ,30.039,244.48 ,,,,,
65.94 ,34.1 ,29.784,244.55 ,,,,,
65.96 ,33.2 ,27.66,244.61 ,,,,,
65.98 ,33.1 ,29.739,244.68 ,,,,,
66.00 ,33.5 ,28.436,244.76 ,,,,,
66.02 ,33.1 ,27.065,244.83 ,,,,,
66.04 ,34.6 ,31.333,244.89 ,,,,,
66.06 ,35.1 ,32.952,244.95 ,,,,,
66.08 ,35.3 ,33.567,245.01 ,,,,,
66.10 ,35.2 ,31.292,245.08 ,,,,,
66.12 ,34.9 ,33.579,245.14 ,,,,,
66.14 ,34.9 ,32.665,245.20 ,,,,,
66.16 ,35.0 ,30.766,245.26 ,,,,,
66.18 ,34.3 ,31.258,245.33 ,,,,,
66.20 ,34.2 ,28.959,245.40 ,,,,,
66.22 ,34.6 ,27.054,245.47 ,,,,,
66.24 ,34.8 ,27.108,245.55 ,,,,,
66.26 ,33.8 ,25.883,245.62 ,,,,,
66.28 ,33.8 ,24.804,245.70 ,,,,,
66.30 ,33.4 ,26.55,245.78 ,,,,,
66.32 ,33.9 ,28.079,245.85 ,,,,,
66.34 ,33.8 ,27.577,245.93 ,,,,,
66.36 ,33.7 ,27.214,246.00 ,,,,,
66.38 ,33.8 ,29.413,246.07 ,,,,,
66.40 ,34.4 ,29.674,246.13 ,,,,,
66.42 ,34.9 ,29.911,246.20 ,,,,,
66.44 ,35.0 ,31.253,246.27 ,,,,,
66.46 ,34.3 ,31.545,246.33 ,,,,,
66.48 ,33.7 ,29.952,246.40 ,,,,,
66.50 ,34.1 ,31.171,246.46 ,,,,,
66.52 ,32.7 ,31.359,246.52 ,,,,,
66.54 ,33.4 ,33.848,246.59 ,,,,,
66.56 ,33.1 ,31.578,246.65 ,,,,,
66.58 ,32.7 ,33.511,246.71 ,,,,,
66.60 ,33.0 ,31.168,246.77 ,,,,,
66.62 ,33.0 ,31.655,246.84 ,,,,,
66.64 ,33.1 ,30.413,246.90 ,,,,,
66.66 ,31.1 ,31.781,246.97 ,,,,,
66.68 ,29.2 ,26.979,247.04 ,,,,,
66.70 ,29.4 ,25.665,247.12 ,,,,,
66.72 ,29.0 ,24.994,247.20 ,,,,,
66.74 ,28.9 ,24.358,247.28 ,,,,,
66.76 ,28.7 ,24.035,247.36 ,,,,,
66.78 ,28.5 ,23.803,247.45 ,,,,,
66.80 ,28.8 ,24.649,247.53 ,,,,,
66.82 ,29.0 ,25.849,247.61 ,,,,,
66.84 ,29.5 ,24.525,247.69 ,,,,,
66.86 ,29.4 ,26.315,247.77 ,,,,,
66.88 ,29.1 ,24.297,247.85 ,,,,,
66.90 ,31.1 ,24.818,247.93 ,,,,,
66.92 ,33.2 ,23.929,248.01 ,,,,,
66.94 ,33.2 ,23.656,248.10 ,,,,,
66.96 ,29.3 ,25.123,248.18 ,,,,,
66.98 ,29.2 ,27.071,248.25 ,,,,,
67.00 ,29.0 ,27.233,248.33 ,,,,,
67.02 ,29.1 ,25.3,248.41 ,,,,,
67.04 ,28.5 ,24.565,248.49 ,,,,,
67.06 ,28.3 ,24.659,248.57 ,,,,,
67.08 ,28.2 ,26.3,248.65 ,,,,,
67.10 ,28.8 ,26.325,248.72 ,,,,,
67.12 ,30.3 ,28.307,248.79 ,,,,,
67.14 ,35.4 ,28.677,248.86 ,,,,,
67.16 ,36.2 ,29.662,248.93 ,,,,,
67.18 ,36.2 ,33.823,248.99 ,,,,,
67.20 ,35.5 ,34.832,249.05 ,,,,,
67.22 ,35.6 ,34.84,249.11 ,,,,,
67.24 ,34.1 ,33.692,249.17 ,,,,,
67.26 ,34.2 ,33.115,249.23 ,,,,,
67.28 ,34.3 ,33.168,249.28 ,,,,,
67.30 ,34.4 ,36.221,249.34 ,,,,,
67.32 ,35.2 ,35.021,249.40 ,,,,,
67.34 ,31.7 ,30.217,249.47 ,,,,,
67.36 ,28.4 ,26.743,249.54 ,,,,,
67.38 ,28.6 ,26.923,249.61 ,,,,,
67.40 ,29.4 ,27.415,249.69 ,,,,,
67.42 ,31.7 ,27.13,249.76 ,,,,,
67.44 ,32.1 ,26.386,249.84 ,,,,,
67.46 ,32.0 ,25.275,249.92 ,,,,,
67.48 ,36.5 ,21.449,250.01 ,,,,,
67.50 ,41.3 ,22.339,250.10 ,,,,,
67.52 ,40.6 ,22.565,250.19 ,,,,,
67.54 ,37.2 ,24.472,250.27 ,,,,,
67.56 ,37.5 ,24.147,250.36 ,,,,,
67.58 ,37.7 ,23.789,250.44 ,,,,,
67.60 ,37.4 ,23.052,250.52 ,,,,,
67.62 ,32.8 ,30.482,250.59 ,,,,,
67.64 ,32.5 ,29.803,250.66 ,,,,,
67.66 ,32.7 ,29.512,250.73 ,,,,,
67.68 ,33.0 ,28.557,250.80 ,,,,,
67.70 ,32.3 ,29.323,250.87 ,,,,,
67.72 ,33.2 ,28.426,250.93 ,,,,,
67.74 ,32.1 ,31.638,251.00 ,,,,,
67.76 ,33.1 ,31.484,251.06 ,,,,,
67.78 ,33.1 ,31.363,251.13 ,,,,,
67.80 ,32.9 ,30.843,251.19 ,,,,,
67.82 ,33.4 ,30.529,251.26 ,,,,,
67.84 ,33.6 ,31.376,251.32 ,,,,,
67.86 ,33.5 ,32.355,251.38 ,,,,,
67.88 ,33.3 ,31.783,251.45 ,,,,,
67.90 ,33.6 ,29.009,251.52 ,,,,,
67.92 ,32.4 ,30.264,251.59 ,,,,,
67.94 ,32.0 ,26.212,251.66 ,,,,,
67.96 ,32.5 ,27.923,251.73 ,,,,,
67.98 ,32.4 ,28.764,251.80 ,,,,,
68.00 ,32.5 ,28.125,251.87 ,,,,,
68.02 ,33.3 ,28.392,251.94 ,,,,,
68.04 ,32.5 ,27.004,252.02 ,,,,,
68.06 ,31.8 ,27.623,252.09 ,,,,,
68.08 ,32.3 ,26.832,252.16 ,,,,,
68.10 ,33.3 ,28.843,252.23 ,,,,,
68.12 ,33.3 ,28.984,252.31 ,,,,,
68.14 ,30.9 ,24.598,252.38 ,,,,,
68.16 ,30.1 ,28.209,252.46 ,,,,,
68.18 ,32.9 ,28.381,252.53 ,,,,,
68.20 ,32.8 ,26.482,252.60 ,,,,,
68.22 ,32.8 ,26.971,252.68 ,,,,,
68.24 ,32.8 ,28.326,252.75 ,,,,,
68.26 ,33.0 ,26.199,252.83 ,,,,,
68.28 ,32.1 ,26.276,252.90 ,,,,,
68.30 ,31.8 ,25.215,252.98 ,,,,,
68.32 ,31.1 ,26.819,253.06 ,,,,,
68.34 ,30.6 ,26.65,253.13 ,,,,,
68.36 ,31.1 ,26.411,253.21 ,,,,,
68.38 ,31.3 ,26.398,253.28 ,,,,,
68.40 ,31.6 ,27.419,253.36 ,,,,,
68.42 ,31.5 ,27.906,253.43 ,,,,,
68.44 ,29.8 ,25.985,253.51 ,,,,,
68.46 ,30.1 ,26.762,253.58 ,,,,,
68.48 ,31.7 ,26.591,253.66 ,,,,,
68.50 ,31.1 ,26.184,253.73 ,,,,,
68.52 ,32.8 ,26,253.81 ,,,,,
68.54 ,33.1 ,26.274,253.89 ,,,,,
68.56 ,31.3 ,27.018,253.96 ,,,,,
68.58 ,31.7 ,27.923,254.04 ,,,,,
68.60 ,32.8 ,27.635,254.11 ,,,,,
68.62 ,32.1 ,26.065,254.18 ,,,,,
68.64 ,31.9 ,26.461,254.26 ,,,,,
68.66 ,31.0 ,26.67,254.34 ,,,,,
68.68 ,31.6 ,27.052,254.41 ,,,,,
68.70 ,31.5 ,27.01,254.48 ,,,,,
68.72 ,30.9 ,27.864,254.56 ,,,,,
68.74 ,31.8 ,28.039,254.63 ,,,,,
68.76 ,31.8 ,27.824,254.70 ,,,,,
68.78 ,31.3 ,27.334,254.77 ,,,,,
68.80 ,31.7 ,28.103,254.85 ,,,,,
68.82 ,30.4 ,28.24,254.92 ,,,,,
68.84 ,30.2 ,29.718,254.99 ,,,,,
68.86 ,30.7 ,28.265,255.06 ,,,,,
68.88 ,31.0 ,25.564,255.13 ,,,,,
68.90 ,30.4 ,26.704,255.21 ,,,,,
68.92 ,31.0 ,26.745,255.28 ,,,,,
68.94 ,30.3 ,27.033,255.36 ,,,,,
68.96 ,30.6 ,27.434,255.43 ,,,,,
68.98 ,30.9 ,28.132,255.51 ,,,,,
69.00 ,30.9 ,25.947,255.58 ,,,,,
69.02 ,30.8 ,25.649,255.66 ,,,,,
69.04 ,30.1 ,27.586,255.73 ,,,,,
69.06 ,30.9 ,27.187,255.81 ,,,,,
69.08 ,30.2 ,25.756,255.88 ,,,,,
69.10 ,30.4 ,25.641,255.96 ,,,,,
69.12 ,30.9 ,26.067,256.04 ,,,,,
69.14 ,30.6 ,25.275,256.12 ,,,,,
69.16 ,30.4 ,26.304,256.20 ,,,,,
69.18 ,30.8 ,25.303,256.28 ,,,,,
69.20 ,30.2 ,25.507,256.35 ,,,,,
69.22 ,30.2 ,27.173,256.43 ,,,,,
69.24 ,31.0 ,27.519,256.50 ,,,,,
69.26 ,30.1 ,26.3,256.58 ,,,,,
69.28 ,29.9 ,27.365,256.65 ,,,,,
69.30 ,30.3 ,28.001,256.72 ,,,,,
69.32 ,30.8 ,28.849,256.79 ,,,,,
69.34 ,30.0 ,27.93,256.86 ,,,,,
69.36 ,30.6 ,27.762,256.94 ,,,,,
69.38 ,30.3 ,26.303,257.01 ,,,,,
69.40 ,30.1 ,26.258,257.09 ,,,,,
69.42 ,30.1 ,25.92,257.17 ,,,,,
69.44 ,30.0 ,24.93,257.25 ,,,,,
69.46 ,29.2 ,25.256,257.33 ,,,,,
69.48 ,30.7 ,23.669,257.41 ,,,,,
69.50 ,30.3 ,24.329,257.49 ,,,,,
69.52 ,29.5 ,25.631,257.57 ,,,,,
69.54 ,30.0 ,24.95,257.65 ,,,,,
69.56 ,30.0 ,25.349,257.73 ,,,,,
69.58 ,30.0 ,27.409,257.81 ,,,,,
69.60 ,29.4 ,25.509,257.89 ,,,,,
69.62 ,31.0 ,24.477,257.97 ,,,,,
69.64 ,32.6 ,24.571,258.05 ,,,,,
69.66 ,32.8 ,24.816,258.13 ,,,,,
69.68 ,33.1 ,24.491,258.21 ,,,,,
69.70 ,31.9 ,24.951,258.29 ,,,,,
69.72 ,31.5 ,26.419,258.37 ,,,,,
69.74 ,31.5 ,25.633,258.45 ,,,,,
69.76 ,30.7 ,25.944,258.53 ,,,,,
69.78 ,31.1 ,24.874,258.60 ,,,,,
69.80 ,32.1 ,26.35,258.68 ,,,,,
69.82 ,32.5 ,26.18,258.76 ,,,,,
69.84 ,31.4 ,27.466,258.83 ,,,,,
69.86 ,31.6 ,28.218,258.90 ,,,,,
69.88 ,31.8 ,27.056,258.97 ,,,,,
69.90 ,32.4 ,31.026,259.04 ,,,,,
69.92 ,32.3 ,29.897,259.11 ,,,,,
69.94 ,33.4 ,29.23,259.18 ,,,,,
69.96 ,33.1 ,29.525,259.25 ,,,,,
