GL Depth,MS,Mean,GS Age (ka),,,Depth1 (cm),Age (ka),Asian dustREE (%)
135.58 ,25.7 ,22.271,521.94 ,,,,,
135.60 ,25.5 ,23.355,522.02 ,,,,,
135.62 ,24.9 ,25.042,522.10 ,,,,,
135.64 ,24.8 ,24.285,522.18 ,,,,,
135.66 ,24.8 ,24.98,522.26 ,,,,,
135.68 ,25.7 ,25.775,522.33 ,,,,,
135.70 ,24.8 ,25.483,522.41 ,,,,,
135.72 ,24.0 ,23.452,522.49 ,,,,,
135.74 ,24.8 ,23.513,522.57 ,,,,,
135.76 ,24.8 ,22.727,522.65 ,,,,,
135.78 ,24.8 ,24.633,522.73 ,,,,,
135.80 ,25.1 ,26.308,522.80 ,,,,,
135.82 ,25.5 ,25.989,522.88 ,,,,,
135.84 ,24.2 ,23.519,522.96 ,,,,,
135.86 ,25.2 ,25.032,523.03 ,,,,,
135.88 ,26.4 ,25.981,523.11 ,,,,,
135.90 ,26.6 ,26.121,523.18 ,,,,,
135.92 ,25.7 ,26.517,523.26 ,,,,,
135.94 ,24.7 ,25.294,523.33 ,,,,,
135.96 ,24.8 ,24.13,523.41 ,,,,,
135.98 ,24.6 ,24,523.49 ,,,,,
136.00 ,24.6 ,25.653,523.56 ,,,,,
136.02 ,25.6 ,27.421,523.64 ,,,,,
136.04 ,26.2 ,23,523.71 ,,,,,
136.06 ,26.1 ,24.649,523.79 ,,,,,
136.08 ,26.5 ,25.183,523.87 ,,,,,
136.10 ,23.7 ,25.544,523.94 ,,,,,
136.12 ,25.4 ,25.814,524.02 ,,,,,
136.14 ,25.2 ,24.949,524.10 ,,,,,
136.16 ,26.0 ,25.043,524.17 ,,,,,
136.18 ,24.7 ,25.78,524.25 ,,,,,
136.20 ,25.0 ,24.007,524.33 ,,,,,
136.22 ,24.9 ,24.031,524.41 ,,,,,
136.24 ,25.3 ,24.712,524.49 ,,,,,
136.26 ,25.2 ,23.34,524.57 ,,,,,
136.28 ,25.0 ,24.062,524.65 ,,,,,
136.30 ,24.8 ,24.256,524.73 ,,,,,
136.32 ,24.6 ,23.66,524.81 ,,,,,
136.34 ,25.3 ,22.986,524.89 ,,,,,
136.36 ,25.3 ,22.93,524.97 ,,,,,
136.38 ,24.8 ,23.934,525.05 ,,,,,
136.40 ,25.0 ,23.992,525.13 ,,,,,
136.42 ,25.2 ,24.327,525.21 ,,,,,
136.44 ,24.6 ,23.659,525.29 ,,,,,
136.46 ,23.8 ,23.91,525.37 ,,,,,
136.48 ,23.8 ,25.214,525.45 ,,,,,
136.50 ,24.6 ,24.747,525.53 ,,,,,
136.52 ,24.9 ,25.958,525.60 ,,,,,
136.54 ,25.3 ,26.697,525.68 ,,,,,
136.56 ,24.6 ,23.401,525.75 ,,,,,
136.58 ,23.7 ,22.637,525.84 ,,,,,
136.60 ,23.9 ,23.816,525.92 ,,,,,
136.62 ,24.1 ,22.222,526.00 ,,,,,
136.64 ,24.6 ,23.667,526.09 ,,,,,
136.66 ,24.4 ,21.695,526.17 ,,,,,
136.68 ,24.5 ,22.178,526.26 ,,,,,
136.70 ,24.6 ,22.634,526.35 ,,,,,
136.72 ,24.6 ,22.021,526.43 ,,,,,
136.74 ,25.0 ,22.604,526.52 ,,,,,
136.76 ,25.2 ,22.663,526.60 ,,,,,
136.78 ,24.4 ,25.031,526.68 ,,,,,
136.80 ,24.4 ,24.527,526.76 ,,,,,
136.82 ,23.6 ,24.328,526.84 ,,,,,
136.84 ,23.7 ,22.069,526.92 ,,,,,
136.86 ,24.4 ,21.167,527.01 ,,,,,
136.88 ,26.3 ,24.755,527.09 ,,,,,
136.90 ,25.9 ,26.853,527.16 ,,,,,
136.92 ,26.4 ,24.794,527.24 ,,,,,
136.94 ,25.3 ,24.821,527.31 ,,,,,
136.96 ,26.0 ,23.676,527.39 ,,,,,
136.98 ,25.8 ,23.464,527.47 ,,,,,
137.00 ,25.8 ,24.67,527.55 ,,,,,
137.02 ,25.6 ,23.807,527.63 ,,,,,
137.04 ,25.2 ,23.067,527.72 ,,,,,
137.06 ,24.9 ,24.46,527.80 ,,,,,
137.08 ,25.3 ,24.393,527.87 ,,,,,
137.10 ,25.2 ,24.484,527.95 ,,,,,
137.12 ,25.9 ,25.996,528.03 ,,,,,
137.14 ,24.9 ,25.873,528.10 ,,,,,
137.16 ,24.3 ,24.279,528.18 ,,,,,
137.18 ,25.2 ,24.658,528.26 ,,,,,
137.20 ,24.6 ,24.283,528.34 ,,,,,
137.22 ,24.6 ,24.615,528.41 ,,,,,
137.24 ,24.3 ,24.902,528.49 ,,,,,
137.26 ,24.4 ,24.32,528.57 ,,,,,
137.28 ,24.2 ,24.379,528.65 ,,,,,
137.30 ,24.4 ,24.726,528.73 ,,,,,
137.32 ,25.0 ,23.652,528.80 ,,,,,
137.34 ,25.3 ,25.122,528.88 ,,,,,
137.36 ,24.8 ,23.52,528.96 ,,,,,
137.38 ,24.9 ,23.768,529.04 ,,,,,
137.40 ,25.4 ,24.36,529.12 ,,,,,
137.42 ,26.4 ,25.684,529.20 ,,,,,
137.44 ,25.7 ,25.66,529.27 ,,,,,
137.46 ,26.4 ,26.921,529.35 ,,,,,
137.48 ,25.6 ,25.643,529.42 ,,,,,
137.50 ,26.4 ,26.619,529.49 ,,,,,
137.52 ,25.2 ,23.918,529.57 ,,,,,
137.54 ,25.0 ,22.923,529.65 ,,,,,
137.56 ,25.0 ,22.897,529.74 ,,,,,
137.58 ,25.4 ,22.871,529.82 ,,,,,
137.60 ,25.1 ,26.156,529.89 ,,,,,
137.62 ,25.3 ,26.608,529.97 ,,,,,
137.64 ,26.0 ,26.155,530.04 ,,,,,
137.66 ,26.6 ,25.689,530.11 ,,,,,
137.68 ,25.5 ,26.078,530.19 ,,,,,
137.70 ,25.1 ,26.254,530.26 ,,,,,
137.72 ,26.6 ,25.032,530.34 ,,,,,
137.74 ,26.8 ,26.47,530.41 ,,,,,
137.76 ,25.9 ,24.453,530.49 ,,,,,
137.78 ,25.7 ,25.956,530.56 ,,,,,
137.80 ,25.6 ,26.438,530.64 ,,,,,
137.82 ,25.5 ,24.674,530.71 ,,,,,
137.84 ,25.8 ,25.846,530.79 ,,,,,
137.86 ,25.4 ,25.976,530.86 ,,,,,
137.88 ,26.4 ,26.786,530.93 ,,,,,
137.90 ,26.8 ,27.586,531.00 ,,,,,
137.92 ,25.8 ,28.358,531.12 ,,,,,
137.94 ,28.5 ,28.375,531.23 ,,,,,
137.96 ,28.4 ,29.619,531.34 ,,,,,
137.98 ,27.4 ,28.401,531.46 ,,,,,
138.00 ,26.7 ,27.601,531.57 ,,,,,
138.02 ,26.9 ,30.747,531.68 ,,,,,
138.04 ,28.4 ,31.088,531.79 ,,,,,
138.06 ,26.3 ,30.401,531.89 ,,,,,
138.08 ,27.3 ,29.053,532.00 ,,,,,
138.10 ,26.5 ,31.565,532.11 ,,,,,
138.12 ,26.2 ,30.208,532.21 ,,,,,
138.14 ,25.9 ,31.353,532.32 ,,,,,
138.16 ,26.2 ,32.203,532.42 ,,,,,
138.18 ,25.7 ,33.156,532.52 ,,,,,
138.20 ,26.5 ,30.778,532.63 ,,,,,
138.22 ,27.0 ,31.589,532.73 ,,,,,
138.24 ,26.3 ,29.373,532.84 ,,,,,
138.26 ,26.2 ,28.68,532.95 ,,,,,
138.28 ,26.8 ,30.157,533.06 ,,,,,
138.30 ,25.6 ,31.662,533.17 ,,,,,
138.32 ,25.8 ,30.465,533.27 ,,,,,
138.34 ,27.1 ,29.172,533.39 ,,,,,
138.36 ,26.0 ,27.073,533.51 ,,,,,
138.38 ,25.7 ,27.154,533.62 ,,,,,
138.40 ,25.8 ,28.878,533.74 ,,,,,
138.42 ,24.5 ,28.279,533.86 ,,,,,
138.44 ,26.1 ,26.068,533.98 ,,,,,
138.46 ,25.5 ,27.368,534.10 ,,,,,
138.48 ,26.1 ,27.439,534.22 ,,,,,
138.50 ,26.6 ,25.84,534.34 ,,,,,
138.52 ,26.0 ,27.151,534.47 ,,,,,
138.54 ,26.7 ,25.82,534.59 ,,,,,
138.56 ,26.9 ,25.912,534.71 ,,,,,
138.58 ,27.4 ,28.268,534.83 ,,,,,
138.60 ,26.3 ,27.974,534.95 ,,,,,
138.62 ,27.1 ,29.595,535.06 ,,,,,
138.64 ,26.7 ,31.154,535.17 ,,,,,
138.66 ,26.7 ,29.024,535.28 ,,,,,
138.68 ,25.6 ,27.348,535.39 ,,,,,
138.70 ,22.6 ,28.362,535.51 ,,,,,
138.72 ,25.8 ,26.899,535.64 ,,,,,
138.74 ,25.1 ,24.455,535.77 ,,,,,
138.76 ,25.3 ,23.097,535.90 ,,,,,
138.78 ,22.0 ,24.85,536.04 ,,,,,
138.80 ,25.4 ,25.181,536.17 ,,,,,
138.82 ,23.9 ,25.32,536.29 ,,,,,
138.84 ,22.8 ,26.158,536.42 ,,,,,
138.86 ,25.2 ,26.22,536.55 ,,,,,
138.88 ,26.1 ,25.021,536.67 ,,,,,
138.90 ,25.8 ,26.508,536.80 ,,,,,
138.92 ,25.7 ,26.423,536.92 ,,,,,
138.94 ,24.4 ,25.245,537.05 ,,,,,
138.96 ,24.9 ,26.836,537.18 ,,,,,
138.98 ,24.6 ,25.277,537.30 ,,,,,
139.00 ,23.0 ,26.411,537.43 ,,,,,
139.02 ,25.2 ,25.522,537.56 ,,,,,
139.04 ,25.7 ,24.389,537.69 ,,,,,
139.06 ,24.8 ,23.724,537.82 ,,,,,
139.08 ,24.3 ,28.096,537.94 ,,,,,
139.10 ,25.4 ,27.85,538.06 ,,,,,
139.12 ,24.9 ,27.108,538.18 ,,,,,
139.14 ,25.4 ,26.53,538.30 ,,,,,
139.16 ,24.6 ,26.926,538.43 ,,,,,
139.18 ,24.9 ,25.108,538.55 ,,,,,
139.20 ,25.5 ,24.944,538.68 ,,,,,
139.22 ,25.0 ,25.548,538.81 ,,,,,
139.24 ,24.9 ,25.582,538.94 ,,,,,
139.26 ,24.7 ,25.448,539.07 ,,,,,
139.28 ,23.8 ,24.41,539.20 ,,,,,
139.30 ,24.5 ,25.72,539.33 ,,,,,
139.32 ,23.9 ,25.356,539.46 ,,,,,
139.34 ,24.3 ,24.502,539.59 ,,,,,
139.36 ,24.9 ,23.282,539.73 ,,,,,
139.38 ,25.2 ,24.23,539.86 ,,,,,
139.40 ,24.6 ,24.965,540.00 ,,,,,
139.42 ,24.5 ,23.928,540.13 ,,,,,
139.44 ,25.2 ,24.351,540.27 ,,,,,
139.46 ,24.8 ,23.95,540.40 ,,,,,
139.48 ,24.5 ,24.404,540.54 ,,,,,
139.50 ,24.6 ,25.859,540.66 ,,,,,
139.52 ,25.9 ,26.045,540.79 ,,,,,
139.54 ,24.4 ,25.401,540.92 ,,,,,
139.56 ,23.4 ,24.675,541.05 ,,,,,
139.58 ,23.2 ,25.989,541.17 ,,,,,
139.60 ,23.2 ,27.1825,541.29 ,,,,,
139.62 ,24.5 ,28.376,541.42 ,,,,,
139.64 ,22.7 ,23.598,541.55 ,,,,,
139.66 ,22.9 ,23.054,541.69 ,,,,,
139.68 ,23.3 ,25.005,541.82 ,,,,,
139.70 ,23.2 ,24.018,541.96 ,,,,,
139.72 ,24.1 ,24.333,542.09 ,,,,,
139.74 ,24.4 ,23.914,542.23 ,,,,,
139.76 ,23.6 ,23.994,542.36 ,,,,,
139.78 ,23.5 ,25.14,542.49 ,,,,,
139.80 ,23.7 ,24.696,542.63 ,,,,,
139.82 ,24.1 ,24.095,542.76 ,,,,,
139.84 ,23.1 ,23.901,542.90 ,,,,,
139.86 ,23.5 ,22.498,543.04 ,,,,,
139.88 ,23.7 ,23.156,543.18 ,,,,,
139.90 ,23.6 ,23.178,543.33 ,,,,,
139.92 ,22.5 ,21.223,543.47 ,,,,,
139.94 ,23.2 ,22.737,543.62 ,,,,,
139.96 ,23.7 ,22.453,543.76 ,,,,,
139.98 ,23.4 ,24.745,543.90 ,,,,,
140.00 ,24.0 ,23.489,544.04 ,,,,,
140.02 ,23.9 ,24.696,544.17 ,,,,,
140.04 ,23.2 ,24.842,544.30 ,,,,,
140.06 ,23.3 ,25.085,544.43 ,,,,,
140.08 ,23.5 ,25.489,544.56 ,,,,,
140.10 ,23.6 ,24.122,544.70 ,,,,,
140.12 ,23.9 ,23.627,544.84 ,,,,,
140.14 ,23.7 ,22.92,544.97 ,,,,,
140.16 ,24.2 ,23.597,545.11 ,,,,,
140.18 ,23.3 ,24.194,545.25 ,,,,,
140.20 ,23.6 ,22.871,545.39 ,,,,,
140.22 ,22.7 ,22.307,545.54 ,,,,,
140.24 ,23.0 ,23.098,545.68 ,,,,,
140.26 ,23.1 ,23.804,545.82 ,,,,,
140.28 ,23.1 ,23.01,545.97 ,,,,,
140.30 ,22.0 ,19.946,546.12 ,,,,,
140.32 ,22.2 ,19.897,546.29 ,,,,,
140.34 ,21.4 ,19.277,546.45 ,,,,,
140.36 ,23.6 ,20.195,546.61 ,,,,,
140.38 ,23.8 ,21.077,546.77 ,,,,,
140.40 ,23.7 ,20.454,546.93 ,,,,,
140.42 ,24.0 ,22.159,547.08 ,,,,,
140.44 ,23.9 ,22.682,547.22 ,,,,,
140.46 ,22.6 ,23.985,547.36 ,,,,,
140.48 ,22.7 ,23.927,547.50 ,,,,,
140.50 ,22.6 ,23.922,547.63 ,,,,,
140.52 ,23.1 ,23.855,547.77 ,,,,,
140.54 ,22.2 ,21.036,547.92 ,,,,,
140.56 ,22.5 ,21.708,548.07 ,,,,,
140.58 ,23.4 ,23.2,548.21 ,,,,,
140.60 ,23.0 ,23.951,548.35 ,,,,,
140.62 ,23.7 ,23.219,548.49 ,,,,,
140.64 ,23.8 ,24.727,548.62 ,,,,,
140.66 ,23.8 ,26.262,548.75 ,,,,,
140.68 ,23.4 ,25.413,548.87 ,,,,,
140.70 ,22.7 ,26.979,549.00 ,,,,,
140.72 ,23.4 ,25.075,549.14 ,,,,,
140.74 ,23.9 ,26.202,549.27 ,,,,,
140.76 ,24.1 ,25.392,549.42 ,,,,,
140.78 ,22.8 ,22.386,549.57 ,,,,,
140.80 ,21.9 ,22.365,549.73 ,,,,,
140.82 ,22.4 ,22.864,549.89 ,,,,,
140.84 ,25.1 ,20.185,550.06 ,,,,,
140.86 ,22.9 ,21.079,550.22 ,,,,,
140.88 ,22.2 ,23.052,550.38 ,,,,,
140.90 ,22.7 ,21.529,550.54 ,,,,,
140.92 ,23.2 ,21.28,550.71 ,,,,,
140.94 ,23.3 ,21.65,550.88 ,,,,,
140.96 ,23.5 ,20.667,551.04 ,,,,,
140.98 ,23.3 ,21.179,551.21 ,,,,,
141.00 ,24.2 ,21.873,551.38 ,,,,,
141.02 ,24.3 ,20.269,551.55 ,,,,,
141.04 ,24.6 ,20.224,551.72 ,,,,,
141.06 ,24.6 ,20.582,551.89 ,,,,,
141.08 ,24.0 ,22.817,552.05 ,,,,,
141.10 ,22.8 ,21.874,552.21 ,,,,,
141.12 ,22.4 ,23.037,552.37 ,,,,,
141.14 ,21.8 ,22.051,552.53 ,,,,,
141.16 ,21.9 ,22.618,552.69 ,,,,,
141.18 ,23.0 ,21.947,552.85 ,,,,,
141.20 ,24.2 ,21.464,553.01 ,,,,,
141.22 ,24.0 ,22.474,553.17 ,,,,,
141.24 ,23.4 ,22.012,553.33 ,,,,,
141.26 ,23.2 ,21.656,553.48 ,,,,,
141.28 ,23.3 ,25.753,553.63 ,,,,,
141.30 ,23.7 ,24.024,553.77 ,,,,,
141.32 ,23.6 ,25.012,553.92 ,,,,,
141.34 ,23.1 ,23.409,554.07 ,,,,,
141.36 ,23.4 ,23.332,554.22 ,,,,,
141.38 ,23.3 ,22.727,554.38 ,,,,,
141.40 ,23.2 ,22.858,554.53 ,,,,,
141.42 ,23.3 ,22.859,554.69 ,,,,,
141.44 ,23.5 ,22.882,554.84 ,,,,,
141.46 ,23.4 ,22.263,555.00 ,,,,,
141.48 ,24.8 ,23.861,555.16 ,,,,,
141.50 ,23.5 ,19.841,555.33 ,,,,,
141.52 ,23.5 ,19.738,555.51 ,,,,,
141.54 ,23.4 ,19.598,555.68 ,,,,,
141.56 ,23.6 ,20.338,555.86 ,,,,,
141.58 ,22.9 ,20.774,556.03 ,,,,,
141.60 ,23.0 ,20.287,556.20 ,,,,,
141.62 ,24.2 ,21.83,556.37 ,,,,,
141.64 ,23.3 ,21.251,556.54 ,,,,,
141.66 ,23.6 ,20.588,556.71 ,,,,,
141.68 ,23.5 ,20.721,556.88 ,,,,,
141.70 ,23.6 ,19.249,557.06 ,,,,,
141.72 ,24.1 ,20.251,557.24 ,,,,,
141.74 ,23.9 ,19.715,557.41 ,,,,,
141.76 ,24.5 ,20.147,557.59 ,,,,,
141.78 ,23.2 ,19.703,557.77 ,,,,,
141.80 ,23.9 ,20.606,557.94 ,,,,,
141.82 ,24.0 ,20.83,558.11 ,,,,,
141.84 ,24.4 ,20.573,558.29 ,,,,,
141.86 ,23.6 ,20.542,558.45 ,,,,,
141.88 ,22.6 ,24.007,558.61 ,,,,,
141.90 ,22.3 ,23.171,558.76 ,,,,,
141.92 ,22.1 ,24.02,558.90 ,,,,,
141.94 ,22.4 ,24.663,559.05 ,,,,,
141.96 ,22.9 ,24.648,559.19 ,,,,,
141.98 ,22.9 ,24.485,559.34 ,,,,,
142.00 ,23.0 ,24.251,559.48 ,,,,,
142.02 ,23.3 ,24.387,559.63 ,,,,,
142.04 ,24.0 ,24.361,559.77 ,,,,,
142.06 ,23.3 ,25.379,559.92 ,,,,,
142.08 ,23.7 ,24.303,560.06 ,,,,,
142.10 ,23.9 ,23.606,560.20 ,,,,,
142.12 ,24.5 ,25.816,560.35 ,,,,,
142.14 ,23.6 ,23.797,560.49 ,,,,,
142.16 ,23.1 ,24.843,560.63 ,,,,,
142.18 ,23.6 ,26.343,560.77 ,,,,,
142.20 ,23.0 ,25.834,560.91 ,,,,,
142.22 ,23.4 ,25.831,561.05 ,,,,,
142.24 ,24.1 ,25.16,561.18 ,,,,,
142.26 ,23.7 ,26.537,561.32 ,,,,,
142.28 ,23.6 ,24.754,561.46 ,,,,,
142.30 ,23.9 ,25.962,561.60 ,,,,,
142.32 ,24.4 ,24.872,561.74 ,,,,,
142.34 ,24.4 ,24.522,561.88 ,,,,,
142.36 ,25.0 ,26.443,562.02 ,,,,,
142.38 ,24.4 ,25.569,562.16 ,,,,,
142.40 ,24.0 ,24.693,562.30 ,,,,,
142.42 ,23.5 ,24.628,562.44 ,,,,,
142.44 ,23.5 ,25.414,562.58 ,,,,,
142.46 ,24.0 ,25.873,562.73 ,,,,,
142.48 ,22.9 ,23.576,562.87 ,,,,,
142.50 ,23.1 ,22.748,563.03 ,,,,,
142.52 ,23.4 ,23.937,563.18 ,,,,,
142.54 ,23.8 ,23.85,563.32 ,,,,,
142.56 ,23.5 ,25.377,563.47 ,,,,,
142.58 ,23.7 ,23.849,563.61 ,,,,,
142.60 ,24.8 ,23.634,563.76 ,,,,,
142.62 ,24.9 ,23.65,563.92 ,,,,,
142.64 ,23.2 ,21.712,564.08 ,,,,,
142.66 ,22.9 ,21.221,564.24 ,,,,,
142.68 ,23.5 ,23.167,564.39 ,,,,,
142.70 ,23.6 ,23.109,564.55 ,,,,,
142.72 ,22.8 ,22.033,564.71 ,,,,,
142.74 ,22.9 ,22.525,564.86 ,,,,,
142.76 ,23.9 ,23.24,565.02 ,,,,,
142.78 ,24.6 ,23.672,565.17 ,,,,,
142.80 ,24.7 ,21.923,565.33 ,,,,,
142.82 ,24.2 ,20.51,565.50 ,,,,,
142.84 ,25.1 ,21.354,565.67 ,,,,,
142.86 ,25.2 ,20.246,565.84 ,,,,,
142.88 ,25.9 ,20.063,566.02 ,,,,,
142.90 ,26.1 ,20.13,566.20 ,,,,,
142.92 ,26.1 ,18.66,566.38 ,,,,,
142.94 ,25.9 ,18.723,566.58 ,,,,,
142.96 ,26.2 ,18.045,566.77 ,,,,,
142.98 ,24.8 ,19.331,566.95 ,,,,,
143.00 ,25.1 ,20.138,567.13 ,,,,,
143.02 ,25.2 ,20.847,567.30 ,,,,,
143.04 ,24.4 ,19.81,567.48 ,,,,,
143.06 ,24.6 ,19.505,567.66 ,,,,,
143.08 ,24.8 ,19.989,567.83 ,,,,,
143.10 ,23.8 ,21.173,568.00 ,,,,,
143.12 ,23.9 ,22.309,568.20 ,,,,,
143.14 ,25.0 ,21.803,568.40 ,,,,,
143.16 ,25.1 ,21.403,568.61 ,,,,,
143.18 ,25.1 ,20.508,568.82 ,,,,,
143.20 ,24.9 ,20.793,569.04 ,,,,,
143.22 ,23.6 ,20.789,569.25 ,,,,,
143.24 ,23.9 ,20.591,569.47 ,,,,,
143.26 ,24.2 ,20.079,569.68 ,,,,,
143.28 ,23.2 ,21.497,569.90 ,,,,,
143.30 ,23.7 ,19.878,570.12 ,,,,,
143.32 ,22.6 ,18.845,570.35 ,,,,,
143.34 ,22.7 ,19.072,570.58 ,,,,,
143.36 ,22.3 ,20.324,570.81 ,,,,,
143.38 ,22.7 ,19.3,571.03 ,,,,,
143.40 ,23.0 ,20.564,571.25 ,,,,,
143.42 ,23.8 ,20.409,571.47 ,,,,,
143.44 ,24.3 ,19.588,571.70 ,,,,,
143.46 ,24.1 ,19.722,571.92 ,,,,,
143.48 ,23.3 ,20.722,572.14 ,,,,,
143.50 ,23.2 ,18.907,572.38 ,,,,,
143.52 ,24.2 ,17.383,572.62 ,,,,,
143.54 ,24.0 ,17.149,572.88 ,,,,,
143.56 ,23.6 ,17.355,573.13 ,,,,,
143.58 ,23.9 ,18.26,573.39 ,,,,,
143.60 ,25.3 ,16.316,573.65 ,,,,,
143.62 ,25.0 ,17.236,573.91 ,,,,,
143.64 ,24.4 ,17.443,574.17 ,,,,,
143.66 ,24.4 ,17.379,574.42 ,,,,,
143.68 ,25.2 ,18.089,574.67 ,,,,,
143.70 ,24.3 ,17.446,574.92 ,,,,,
143.72 ,23.5 ,17.824,575.17 ,,,,,
143.74 ,25.5 ,18.481,575.41 ,,,,,
143.76 ,26.2 ,17.89,575.67 ,,,,,
143.78 ,27.1 ,16.036,575.92 ,,,,,
143.80 ,27.7 ,17.872,576.19 ,,,,,
143.82 ,28.8 ,17.136,576.45 ,,,,,
143.84 ,29.5 ,16.126,576.72 ,,,,,
143.86 ,28.5 ,15.716,577.00 ,,,,,
143.88 ,28.8 ,16.185,577.27 ,,,,,
143.90 ,27.9 ,16.831,577.53 ,,,,,
143.92 ,29.9 ,18.075,577.79 ,,,,,
143.94 ,31.9 ,16.518,578.04 ,,,,,
143.96 ,31.0 ,17.592,578.30 ,,,,,
143.98 ,31.5 ,18.789,578.54 ,,,,,
144.00 ,30.0 ,17.572,578.78 ,,,,,
144.02 ,31.4 ,19.767,579.02 ,,,,,
144.04 ,31.3 ,19.237,579.24 ,,,,,
144.06 ,29.4 ,20.681,579.46 ,,,,,
144.08 ,25.6 ,21.638,579.67 ,,,,,
144.10 ,26.2 ,20.442,579.88 ,,,,,
144.12 ,26.7 ,21.43,580.10 ,,,,,
144.14 ,26.7 ,19.343,580.32 ,,,,,
144.16 ,27.6 ,19.694,580.54 ,,,,,
144.18 ,27.0 ,21.903,580.75 ,,,,,
144.20 ,26.2 ,21.676,580.95 ,,,,,
144.22 ,24.9 ,22.725,581.15 ,,,,,
144.24 ,24.8 ,22.316,581.35 ,,,,,
144.26 ,27.3 ,20.908,581.56 ,,,,,
144.28 ,29.8 ,19.891,581.78 ,,,,,
144.30 ,26.5 ,19.771,582.00 ,,,,,
144.32 ,24.6 ,21.08,582.14 ,,,,,
144.34 ,25.0 ,22.828,582.28 ,,,,,
144.36 ,28.3 ,20.761,582.41 ,,,,,
144.38 ,28.4 ,20.627,582.55 ,,,,,
144.40 ,24.8 ,22.275,582.68 ,,,,,
144.42 ,25.0 ,23.15,582.81 ,,,,,
144.44 ,24.2 ,23.757,582.94 ,,,,,
144.46 ,25.4 ,20.622,583.07 ,,,,,
144.48 ,25.8 ,21.227,583.21 ,,,,,
144.50 ,25.0 ,24.143,583.34 ,,,,,
144.52 ,25.3 ,23.746,583.46 ,,,,,
144.54 ,25.4 ,23.99,583.58 ,,,,,
144.56 ,24.3 ,22.898,583.71 ,,,,,
144.58 ,23.8 ,23.899,583.83 ,,,,,
144.60 ,22.6 ,24.219,583.95 ,,,,,
144.62 ,21.7 ,23.719,584.08 ,,,,,
144.64 ,23.6 ,22.472,584.20 ,,,,,
144.66 ,24.5 ,24.193,584.33 ,,,,,
144.68 ,22.7 ,22.558,584.46 ,,,,,
144.70 ,22.8 ,23.134,584.58 ,,,,,
144.72 ,24.3 ,24.836,584.70 ,,,,,
144.74 ,24.6 ,25.025,584.82 ,,,,,
144.76 ,24.4 ,23.589,584.94 ,,,,,
144.78 ,25.2 ,23.963,585.06 ,,,,,
144.80 ,25.4 ,23.731,585.19 ,,,,,
144.82 ,25.5 ,23.531,585.31 ,,,,,
144.84 ,25.0 ,23.808,585.44 ,,,,,
144.86 ,24.0 ,23.38,585.56 ,,,,,
144.88 ,24.8 ,25.262,585.67 ,,,,,
144.90 ,24.6 ,28.823,585.78 ,,,,,
144.92 ,25.1 ,29.6215,585.88 ,,,,,
144.94 ,26.2 ,30.42,585.98 ,,,,,
144.96 ,26.2 ,27.587,586.08 ,,,,,
144.98 ,24.8 ,29.149,586.18 ,,,,,
145.00 ,24.1 ,29.991,586.28 ,,,,,
145.02 ,24.6 ,30.222,586.37 ,,,,,
145.04 ,24.8 ,30.016,586.47 ,,,,,
145.06 ,24.4 ,29.177,586.57 ,,,,,
145.08 ,24.8 ,29.874,586.67 ,,,,,
145.10 ,24.7 ,29.619,586.77 ,,,,,
145.12 ,26.3 ,29.129,586.87 ,,,,,
145.14 ,26.6 ,28.028,586.97 ,,,,,
145.16 ,25.7 ,28.439,587.08 ,,,,,
145.18 ,24.8 ,27.966,587.18 ,,,,,
145.20 ,25.1 ,27.194,587.29 ,,,,,
145.22 ,25.6 ,27.518,587.40 ,,,,,
145.24 ,25.7 ,24.416,587.52 ,,,,,
145.26 ,25.9 ,24.517,587.63 ,,,,,
145.28 ,26.2 ,26.569,587.75 ,,,,,
145.30 ,26.0 ,25.566,587.86 ,,,,,
145.32 ,26.8 ,26.793,587.97 ,,,,,
145.34 ,26.6 ,26.64,588.08 ,,,,,
145.36 ,26.3 ,24.306,588.20 ,,,,,
145.38 ,27.9 ,22.905,588.33 ,,,,,
145.40 ,26.8 ,23.311,588.45 ,,,,,
145.42 ,26.8 ,25.004,588.57 ,,,,,
145.44 ,26.6 ,27.267,588.68 ,,,,,
145.46 ,26.4 ,25.935,588.79 ,,,,,
145.48 ,26.0 ,27.574,588.90 ,,,,,
145.50 ,25.6 ,28.11,589.00 ,,,,,
145.52 ,26.1 ,27.663,589.11 ,,,,,
145.54 ,24.6 ,27.31,589.21 ,,,,,
145.56 ,26.8 ,29.392,589.31 ,,,,,
145.58 ,26.1 ,30.485,589.41 ,,,,,
145.60 ,25.8 ,30.685,589.51 ,,,,,
145.62 ,27.8 ,28.727,589.61 ,,,,,
145.64 ,26.7 ,29.408,589.71 ,,,,,
145.66 ,26.6 ,30.045,589.80 ,,,,,
145.68 ,26.6 ,29.288,589.91 ,,,,,
145.70 ,25.6 ,27.757,590.01 ,,,,,
145.72 ,25.5 ,27.21,590.12 ,,,,,
145.74 ,24.6 ,25.422,590.23 ,,,,,
145.76 ,26.9 ,24.522,590.35 ,,,,,
145.78 ,26.1 ,27.799,590.45 ,,,,,
145.80 ,28.4 ,29.164,590.56 ,,,,,
145.82 ,27.9 ,28.877,590.66 ,,,,,
145.84 ,29.9 ,28.571,590.76 ,,,,,
145.86 ,28.4 ,28.578,590.86 ,,,,,
145.88 ,26.8 ,28.521,590.97 ,,,,,
